board_state,player_turn,best_move_index
XOX  O OX,X,'4'
XOX  O X ,O,'4'
XOX  O XO,X,'6'
XOX  OO X,X,'4'
XOX  OOX ,X,'48'
XOX  OOXX,O,'4'
XOX  OX  ,O,'3478'
XOX  OX O,X,'347'
XOX  OXO ,X,'34'
XOX  OXOX,O,'4'
XOX  OXXO,O,'34'
XOX  X  O,O,'7'
XOX  X O ,O,'48'
XOX  X OO,X,'346'
XOX  XO  ,O,'8'
XOX  XO O,X,'7'
XOX  XOO ,X,'8'
XOX  XOXO,O,'34'
XOX  XXOO,O,'4'
XOX O    ,X,'7'
XOX O   X,O,'57'
XOX O  X ,O,'35'
XOX O  XO,X,'36'
XOX O O X,X,'5'
XOX O OX ,X,'58'
XOX O OXX,O,'5'
XOX O X  ,O,'37'
XOX O X O,X,'3'
XOX O XXO,O,'3'
XOX OO  X,X,'367'
XOX OO X ,X,'3'
XOX OO XX,O,'3'
XOX OOOXX,X,'3'
XOX OOX  ,X,'3'
XOX OOX X,O,'37'
XOX OOXX ,O,'3'
XOX OOXXO,X,'3'
XOX OX   ,O,'7'
XOX OX  O,X,'7'
XOX OX XO,O,'36'
XOX OXO  ,X,'8'
XOX OXOX ,O,'8'
XOX OXOXO,X,'3'
XOX OXX O,O,'7'
XOX X   O,O,'6'
XOX X  O ,O,'3568'
XOX X  OO,X,'6'
XOX X O  ,O,'8'
XOX X O O,X,'7'
XOX X OO ,X,'8'
XOX X OXO,O,'35'
XOX XO   ,O,'3678'
XOX XO  O,X,'6'
XOX XO O ,X,'368'
XOX XO XO,O,'6'
XOX XOO  ,X,'8'
XOX XOOX ,O,'8'
XOX XOOXO,X,'3'
XOX XX OO,O,'6'
XOX XXO O,O,'7'
XOX XXOO ,O,'8'
XOXO     ,X,'48'
XOXO    X,O,'4567'
XOXO   OX,X,'45'
XOXO   X ,O,'4'
XOXO   XO,X,'46'
XOXO  O X,X,'457'
XOXO  OX ,X,'8'
XOXO  OXX,O,'45'
XOXO  X  ,O,'4'
XOXO  X O,X,'4'
XOXO  XO ,X,'4'
XOXO  XOX,O,'4'
XOXO  XXO,O,'4'
XOXO O  X,X,'4'
XOXO O X ,X,'4'
XOXO O XX,O,'4'
XOXO OOXX,X,'4'
XOXO OX  ,X,'4'
XOXO OX X,O,'4'
XOXO OXOX,X,'4'
XOXO OXX ,O,'4'
XOXO OXXO,X,'4'
XOXO X   ,O,'8'
XOXO X  O,X,'46'
XOXO X O ,X,'48'
XOXO X XO,O,'46'
XOXO XO  ,X,'8'
XOXO XOX ,O,'8'
XOXO XOXO,X,'4'
XOXO XX O,O,'4'
XOXO XXO ,O,'4'
XOXO XXOO,X,'4'
XOXOO   X,X,'5'
XOXOO  X ,X,'5'
XOXOO  XX,O,'5'
XOXOO OXX,X,'5'
XOXOO X  ,X,'578'
XOXOO X X,O,'57'
XOXOO XX ,O,'5'
XOXOO XXO,X,'5'
XOXOOX   ,X,'8'
XOXOOX X ,O,'8'
XOXOOX XO,X,'6'
XOXOOXOX ,X,'8'
XOXOOXX  ,O,'7'
XOXOOXX O,X,'7'
XOXOX    ,O,'5678'
XOXOX   O,X,'6'
XOXOX  O ,X,'568'
XOXOX  XO,O,'6'
XOXOX O  ,X,'8'
XOXOX OX ,O,'8'
XOXOX OXO,X,'5'
XOXOXO   ,X,'678'
XOXOXO X ,O,'68'
XOXOXO XO,X,'6'
XOXOXOOX ,X,'8'
XOXOXX  O,O,'6'
XOXOXX O ,O,'68'
XOXOXX OO,X,'6'
XOXOXXO  ,O,'8'
XOXOXXO O,X,'7'
XOXOXXOO ,X,'8'
XOXX    O,O,'6'
XOXX   O ,O,'46'
XOXX   OO,X,'6'
XOXX  O  ,O,'7'
XOXX  O O,X,'7'
XOXX  OO ,X,'458'
XOXX  OOX,O,'4'
XOXX  OXO,O,'45'
XOXX O   ,O,'6'
XOXX O  O,X,'6'
XOXX O O ,X,'46'
XOXX O OX,O,'4'
XOXX O XO,O,'6'
XOXX OO  ,X,'48'
XOXX OO X,O,'4'
XOXX OOOX,X,'4'
XOXX OOX ,O,'48'
XOXX OOXO,X,'4'
XOXX X OO,O,'46'
XOXX XO O,O,'7'
XOXX XOO ,O,'48'
XOXXO    ,O,'7'
XOXXO   O,X,'6'
XOXXO  XO,O,'6'
XOXXO O  ,X,'7'
XOXXO O X,O,'7'
XOXXO OX ,O,'58'
XOXXO OXO,X,'5'
XOXXOO   ,X,'6'
XOXXOO  X,O,'7'
XOXXOO X ,O,'6'
XOXXOO XO,X,'6'
XOXXOOO X,X,'7'
XOXXOOOX ,X,'8'
XOXXOX  O,O,'7'
XOXXOXO  ,O,'7'
XOXXOXO O,X,'7'
XOXXX  OO,O,'6'
XOXXX O O,O,'7'
XOXXX OO ,O,'8'
XOXXXO  O,O,'6'
XOXXXO O ,O,'68'
XOXXXO OO,X,'6'
XOXXXOO  ,O,'8'
XOXXXOO O,X,'7'
XOXXXOOO ,X,'8'
XX      O,O,'2'
XX     O ,O,'2'
XX     OO,X,'26'
XX    O  ,O,'234578'
XX    O O,X,'27'
XX    OO ,X,'28'
XX    OOX,O,'2345'
XX    OXO,O,'2345'
XX    XOO,O,'2345'
XX   O   ,O,'2'
XX   O  O,X,'2'
XX   O O ,X,'23468'
XX   O OX,O,'2346'
XX   O XO,O,'2'
XX   OO  ,X,'2478'
XX   OO X,O,'2347'
XX   OOOX,X,'234'
XX   OOX ,O,'2348'
XX   OOXO,X,'24'
XX   OX O,O,'2'
XX   OXO ,O,'2348'
XX   OXOO,X,'23'
XX   X OO,O,'6'
XX   XO O,O,'27'
XX   XOO ,O,'28'
XX  O    ,O,'2'
XX  O   O,X,'236'
XX  O  O ,X,'236'
XX  O  OX,O,'2'
XX  O  XO,O,'2'
XX  O O  ,X,'2'
XX  O O X,O,'2'
XX  O OOX,X,'2'
XX  O OX ,O,'2'
XX  O OXO,X,'2'
XX  O X O,O,'2357'
XX  O XO ,O,'2358'
XX  O XOO,X,'235'
XX  OO   ,X,'23'
XX  OO  X,O,'23'
XX  OO OX,X,'23'
XX  OO X ,O,'23'
XX  OO XO,X,'2'
XX  OOO X,X,'2'
XX  OOOX ,X,'2'
XX  OOOXX,O,'23'
XX  OOX  ,O,'3'
XX  OOX O,X,'23'
XX  OOXO ,X,'23'
XX  OOXOX,O,'3'
XX  OOXXO,O,'23'
XX  OX  O,O,'2'
XX  OX O ,O,'2'
XX  OX OO,X,'26'
XX  OXO  ,O,'2'
XX  OXO O,X,'2'
XX  OXOO ,X,'2'
XX  OXOOX,O,'2'
XX  OXOXO,O,'2'
XX  OXXOO,O,'23'
XX  X  OO,O,'26'
XX  X O O,O,'7'
XX  X OO ,O,'8'
XX  XO  O,O,'2'
XX  XO O ,O,'2368'
XX  XO OO,X,'2'
XX  XOO  ,O,'2378'
XX  XOO O,X,'27'
XX  XOOO ,X,'28'
XX  XOXOO,O,'2'
XX O     ,O,'245678'
XX O    O,X,'247'
XX O   O ,X,'248'
XX O   OX,O,'2456'
XX O   XO,O,'2456'
XX O  O  ,X,'24578'
XX O  O X,O,'2457'
XX O  OOX,X,'245'
XX O  OX ,O,'2458'
XX O  OXO,X,'245'
XX O  X O,O,'2'
XX O  XO ,O,'2'
XX O  XOO,X,'2'
XX O O   ,X,'24'
XX O O  X,O,'4'
XX O O OX,X,'24'
XX O O X ,O,'4'
XX O O XO,X,'24'
XX O OO X,X,'24'
XX O OOX ,X,'24'
XX O OOXX,O,'4'
XX O OX  ,O,'24'
XX O OX O,X,'2'
XX O OXO ,X,'24'
XX O OXOX,O,'4'
XX O OXXO,O,'24'
XX O X  O,O,'2'
XX O X O ,O,'2'
XX O X OO,X,'2'
XX O XO  ,O,'2478'
XX O XO O,X,'27'
XX O XOO ,X,'28'
XX O XOOX,O,'24'
XX O XOXO,O,'24'
XX O XXOO,O,'2'
XX OO    ,X,'2'
XX OO   X,O,'25'
XX OO  OX,X,'2'
XX OO  X ,O,'25'
XX OO  XO,X,'2'
XX OO O X,X,'2'
XX OO OX ,X,'2'
XX OO OXX,O,'25'
XX OO X  ,O,'5'
XX OO X O,X,'2'
XX OO XO ,X,'2'
XX OO XOX,O,'5'
XX OO XXO,O,'5'
XX OOX   ,O,'2'
XX OOX  O,X,'2'
XX OOX O ,X,'2'
XX OOX OX,O,'2'
XX OOX XO,O,'2'
XX OOXO  ,X,'2'
XX OOXO X,O,'2'
XX OOXOOX,X,'2'
XX OOXOX ,O,'2'
XX OOXOXO,X,'2'
XX OOXX O,O,'2'
XX OOXXO ,O,'2'
XX OOXXOO,X,'2'
XX OX   O,O,'2567'
XX OX  O ,O,'2568'
XX OX  OO,X,'2'
XX OX O  ,O,'2578'
XX OX O O,X,'27'
XX OX OO ,X,'28'
XX OX XOO,O,'2'
XX OXO   ,O,'2678'
XX OXO  O,X,'27'
XX OXO O ,X,'268'
XX OXOO  ,X,'278'
XX OXOX O,O,'2'
XX OXOXO ,O,'28'
XX OXOXOO,X,'2'
XX OXX OO,O,'6'
XX OXXO O,O,'7'
XX OXXOO ,O,'8'
XX X   OO,O,'6'
XX X  O O,O,'27'
XX X  OO ,O,'28'
XX X O  O,O,'2'
XX X O O ,O,'2468'
XX X O OO,X,'26'
XX X OO  ,O,'2'
XX X OO O,X,'2'
XX X OOO ,X,'28'
XX X OOOX,O,'24'
XX X OOXO,O,'2'
XX XO   O,O,'2567'
XX XO  O ,O,'2568'
XX XO  OO,X,'26'
XX XO O  ,O,'2'
XX XO O O,X,'2'
XX XO OO ,X,'2'
XX XO OOX,O,'2'
XX XO OXO,O,'2'
XX XOO   ,O,'2678'
XX XOO  O,X,'26'
XX XOO O ,X,'268'
XX XOO OX,O,'26'
XX XOO XO,O,'2'
XX XOOO  ,X,'2'
XX XOOO X,O,'2'
XX XOOOOX,X,'2'
XX XOOOX ,O,'2'
XX XOOOXO,X,'2'
XX XOX OO,O,'6'
XX XOXO O,O,'27'
XX XOXOO ,O,'28'
XX XXO OO,O,'26'
XX XXOO O,O,'27'
XX XXOOO ,O,'8'
XXO      ,O,'58'
XXO     O,X,'34567'
XXO    O ,X,'68'
XXO    OX,O,'4'
XXO    XO,O,'45'
XXO   O  ,X,'4'
XXO   O X,O,'4'
XXO   OOX,X,'4'
XXO   OX ,O,'4'
XXO   OXO,X,'4'
XXO   X O,O,'5'
XXO   XO ,O,'3'
XXO   XOO,X,'3'
XXO  O   ,X,'34678'
XXO  O  X,O,'4'
XXO  O OX,X,'346'
XXO  O X ,O,'48'
XXO  OO X,X,'4'
XXO  OOX ,X,'4'
XXO  OOXX,O,'4'
XXO  OX  ,O,'38'
XXO  OXO ,X,'38'
XXO  OXOX,O,'34'
XXO  X  O,O,'6'
XXO  X O ,O,'6'
XXO  X OO,X,'6'
XXO  XO  ,O,'478'
XXO  XO O,X,'347'
XXO  XOO ,X,'348'
XXO  XOOX,O,'4'
XXO  XOXO,O,'4'
XXO  XXOO,O,'3'
XXO O    ,X,'6'
XXO O   X,O,'356'
XXO O  OX,X,'6'
XXO O  X ,O,'3568'
XXO O  XO,X,'356'
XXO O X  ,O,'3'
XXO O X O,X,'3'
XXO O XO ,X,'3'
XXO O XOX,O,'3'
XXO O XXO,O,'5'
XXO OO  X,X,'367'
XXO OO X ,X,'368'
XXO OO XX,O,'36'
XXO OOX  ,X,'3'
XXO OOX X,O,'3'
XXO OOXOX,X,'3'
XXO OOXX ,O,'38'
XXO OX   ,O,'6'
XXO OX  O,X,'6'
XXO OX O ,X,'6'
XXO OX OX,O,'6'
XXO OX XO,O,'6'
XXO OXX O,O,'3'
XXO OXXO ,O,'3'
XXO OXXOO,X,'3'
XXO X   O,O,'57'
XXO X  O ,O,'8'
XXO X  OO,X,'356'
XXO X O  ,O,'3578'
XXO X O O,X,'7'
XXO X OO ,X,'8'
XXO X XOO,O,'5'
XXO XO   ,O,'8'
XXO XO O ,X,'8'
XXO XOO  ,X,'78'
XXO XOXO ,O,'8'
XXO XX OO,O,'6'
XXO XXO O,O,'7'
XXO XXOO ,O,'8'
XXOO     ,X,'4'
XXOO    X,O,'4'
XXOO   OX,X,'4'
XXOO   X ,O,'4'
XXOO   XO,X,'4'
XXOO  O X,X,'4'
XXOO  OX ,X,'4'
XXOO  OXX,O,'4'
XXOO  X  ,O,'5'
XXOO  X O,X,'5'
XXOO  XO ,X,'48'
XXOO  XOX,O,'4'
XXOO  XXO,O,'5'
XXOO O  X,X,'4'
XXOO O X ,X,'4'
XXOO O XX,O,'4'
XXOO OOXX,X,'4'
XXOO OX  ,X,'478'
XXOO OX X,O,'4'
XXOO OXOX,X,'4'
XXOO OXX ,O,'48'
XXOO X   ,O,'4'
XXOO X  O,X,'47'
XXOO X O ,X,'48'
XXOO X OX,O,'4'
XXOO X XO,O,'4'
XXOO XO  ,X,'4'
XXOO XO X,O,'4'
XXOO XOOX,X,'4'
XXOO XOX ,O,'4'
XXOO XOXO,X,'4'
XXOO XX O,O,'47'
XXOO XXO ,O,'48'
XXOO XXOO,X,'4'
XXOOO   X,X,'567'
XXOOO  X ,X,'568'
XXOOO  XX,O,'56'
XXOOO X  ,X,'5'
XXOOO X X,O,'5'
XXOOO XOX,X,'5'
XXOOO XX ,O,'5'
XXOOO XXO,X,'5'
XXOOOX   ,X,'6'
XXOOOX  X,O,'6'
XXOOOX OX,X,'6'
XXOOOX X ,O,'6'
XXOOOX XO,X,'6'
XXOOOXX  ,O,'78'
XXOOOXX O,X,'7'
XXOOOXXO ,X,'8'
XXOOX    ,O,'5678'
XXOOX   O,X,'7'
XXOOX  O ,X,'8'
XXOOX O  ,X,'578'
XXOOX X O,O,'5'
XXOOX XO ,O,'8'
XXOOX XOO,X,'5'
XXOOXO   ,X,'78'
XXOOXOX  ,O,'8'
XXOOXOXO ,X,'8'
XXOOXX  O,O,'7'
XXOOXX O ,O,'8'
XXOOXX OO,X,'6'
XXOOXXO  ,O,'78'
XXOOXXO O,X,'7'
XXOOXXOO ,X,'8'
XXOX    O,O,'56'
XXOX   O ,O,'6'
XXOX   OO,X,'6'
XXOX  O  ,O,'4578'
XXOX  O O,X,'457'
XXOX  OO ,X,'458'
XXOX  OOX,O,'4'
XXOX  OXO,O,'45'
XXOX O   ,O,'68'
XXOX O O ,X,'68'
XXOX O OX,O,'46'
XXOX OO  ,X,'478'
XXOX OO X,O,'4'
XXOX OOOX,X,'4'
XXOX OOX ,O,'48'
XXOX X OO,O,'6'
XXOX XO O,O,'47'
XXOX XOO ,O,'48'
XXOXO    ,O,'6'
XXOXO   O,X,'6'
XXOXO  O ,X,'6'
XXOXO  OX,O,'6'
XXOXO  XO,O,'56'
XXOXOO   ,X,'6'
XXOXOO  X,O,'6'
XXOXOO OX,X,'6'
XXOXOO X ,O,'68'
XXOXOX  O,O,'6'
XXOXOX O ,O,'6'
XXOXOX OO,X,'6'
XXOXX  OO,O,'56'
XXOXX O O,O,'57'
XXOXX OO ,O,'8'
XXOXXO O ,O,'8'
XXOXXOO  ,O,'8'
XXOXXOOO ,X,'8'
